,track_id,album_id,artists_id
146,1EK5Sm4E09P1lcdyKsygoV,5QcyFFfTjCqvhVUO9Dl8pf,['5KQX0Ui06LVm6PApyicRFK']
147,5wG4J1UECH0c42YhMhSkcS,20PWLBvxLIh1mo0Cq4tek3,['235Vf4hkmwvxjVEMuCbRxm']
148,5L4iwTXzuuWcV0m0sEDrgj,5nzxh5W8SlzljFGpkvY5ey,['4SgKWjM7cJDCh2aY9H4HZf']
149,3YCcsuRdJArE4rsAG5V3sW,4gSWFSdQ5JnM0PCBlNvNiI,['7s652lD4v77szrPEfgMTBi']
150,1y2jGfgALBBNZL6tXPI2Ke,5QcyFFfTjCqvhVUO9Dl8pf,['5KQX0Ui06LVm6PApyicRFK']
151,2dfnK7rHRibkQR93iZn7Z2,0zXEyFkwoxht6Bqd3SgnOm,['2t5LZnlhZW4ctjLQE9qoae']
152,0KrNNpgu7qGQPNQAQBLGwX,5KAy4KvUcVaBOm2C6PJQqU,['6nEgkeR03q2qtKZmrVq100']
153,4r3itKA9HEJo48RG65OEnt,2LYwooMTH1iJeBvWyXXWUf,"['1vyhD5VmyZ7KMfW5gqLgo5', '4VMYDCV2IEDYJArk749S6m']"
154,6v3QCw4ca5cR4VkzpG0PHy,3hYuXuraWkfUouMU0pm1ci,"['2DP9xStkVVv753RBiEHXQB', '1SupJlEpv7RS2tPNRaHViT', '6XFITTl7cFTdopDY3lUdlY', '3sc8HnadkPW5YaIGbCljw4']"
155,1cJNFxiyjh8Ooqg5U4752G,05L531NjavurxUrHbpGOqE,['4She1focTkX0pwpJUtS5eo']
156,4De1d3fqH4Pnb6K20sRVBa,2wmLRAy98OUv8l5OXFSE2L,['6wAk3K9nxqR0pTLGLctzQu']
157,3noN1TxpjbjjmKqssghvg8,4hpTOaNxI9LP5YHMojlb5t,"['00me4Ke1LsvMxt5kydlMyU', '1SupJlEpv7RS2tPNRaHViT']"
158,5KX51uLJYo1S1MmITG7lHD,0vBFa64sBqdd26KKIj4SKZ,"['14zUHaJZo1mnYtn6IBRaRP', '329e4yvIujISKGKz1BZZbO']"
159,03h8eaVgdJJ14cCKiO4ONX,3vGnqJgsZZ3FohsypPKT3B,['3ATyg4fGC9F8trfb0GRWmX']
160,7LDUiraavMZ6mb8hK3mXkj,7J8jOyFxNFXYMP5xBue3og,['0Dy32zfSrQ332Bz8wsthKJ']
161,6cwrN0Go9VBDFj4n7riKPU,5QcyFFfTjCqvhVUO9Dl8pf,['5KQX0Ui06LVm6PApyicRFK']
